Rollensatz;Anwendungsrolle;Benutzer;Gruppe;Gültig von;Gültig bis
Experte;Debitor_Zahlungslaeufe_lesen;;KR_KP_GL;;
Experte;Debitor_Externe_Zahlungsdienstleister_lesen;;KR_KP_GL;;
Experte;Debitor_Kuendigungsmanagement_lesen;;KR_KP_GL;;
Experte;Kassenautomat_lesen;;KR_KP_GL;;
Experte;Kreditor_Zahlungslaeufe_lesen;;KR_KP_GL;;
Experte;Schnittstellen_gerichtliches_Mahnwesen_lesen;;KR_KP_GL;;
Experte;Mahnwesen_lesen;;KR_KP_GL;;
Experte;Kreditor_Offene_Posten_lesen;;KR_KP_GL;;
Experte;Debitor_Offene_Posten_lesen;;KR_KP_GL;;
Experte;Anlagenbuchhaltung_lesen;;KR_KP_GL;;
Experte;Periodensaldenlaeufe_lesen;;KR_KP_GL;;
Experte;Forderungsuebergang_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Kasse_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Buchungsstammdaten_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Buchungserfassung_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Abrechnungszeitraeume_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Sonderfunktionen_lesen;;KR_KP_GL;;
Experte;Umsatzsteuervoranmeldung_lesen;;KR_KP_GL;;
Experte;Buchhalterische_Schnittstellen_lesen;;KR_KP_GL;;
Experte;Hauptbuch_Berichtswesen_lesen;;KR_KP_GL;;
Experte;Frontoffice_lesen;;KR_KP_GL;;
Experte;Controlling_Hauptbuch;;KR_KP_GL;;
Experte;Hauptbuch_Folgebuchungen_lesen;;KR_KP_GL;;
Kompakt;Auftragsmanagement;;KR_KP_KEY;;
Experte;Gebuehrenerfassung_lesen;;KR_KP_KEY;;
Experte;Aussetzung_Saeumnis_lesen;;KR_KP_KEY;;
Experte;Vertragskonten_lesen;;KR_KP_KEY;;
Experte;Sicherheitsleistung_lesen;;KR_KP_KEY;;
Experte;Debitor_Ausbuchungen_EWB_lesen;;KR_KP_KEY;;
Experte;Bankclearing_lesen;;KR_KP_KEY;;
Experte;Ratenvereinbarungen_lesen;;KR_KP_KEY;;
Experte;Kreditor_Auszifferung_lesen;;KR_KP_KEY;;
Experte;Debitor_Auszifferung_lesen;;KR_KP_KEY;;
Experte;Kreditor_Ausbuchungen_lesen;;KR_KP_KEY;;
Experte;Debitor_Zahlungslaeufe_lesen;;KR_KP_KEY;;
Experte;Debitor_Externe_Zahlungsdienstleister_lesen;;KR_KP_KEY;;
Experte;Debitor_Kuendigungsmanagement_lesen;;KR_KP_KEY;;
Experte;Kassenautomat_lesen;;KR_KP_KEY;;
Experte;Kreditor_Zahlungslaeufe_lesen;;KR_KP_KEY;;
Experte;Schnittstellen_gerichtliches_Mahnwesen_lesen;;KR_KP_KEY;;
Experte;Mahnwesen_lesen;;KR_KP_KEY;;
Experte;Kreditor_Offene_Posten_lesen;;KR_KP_KEY;;
Experte;Debitor_Offene_Posten_lesen;;KR_KP_KEY;;
Experte;Anlagenbuchhaltung_lesen;;KR_KP_KEY;;
Experte;Periodensaldenlaeufe_lesen;;KR_KP_KEY;;
Experte;Forderungsuebergang_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Kasse_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Buchungsstammdaten_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Buchungserfassung_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Abrechnungszeitraeume_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Sonderfunktionen_lesen;;KR_KP_KEY;;
Experte;Umsatzsteuervoranmeldung_lesen;;KR_KP_KEY;;
Experte;Buchhalterische_Schnittstellen_lesen;;KR_KP_KEY;;
Experte;Hauptbuch_Berichtswesen_lesen;;KR_KP_KEY;;
Experte;Frontoffice_lesen;;KR_KP_KEY;;
Experte;Controlling_Hauptbuch;;KR_KP_KEY;;
Experte;Hauptbuch_Folgebuchungen_lesen;;KR_KP_KEY;;
Experte;Auftrag_Buchungen_lesen;;KR_KP_SB1;;
Experte;Arbeitszeiterfassung_lesen;;KR_KP_SB1;;
Experte;Auftrag_Arbeit_lesen;;KR_KP_SB1;;
Experte;Auftrag_Artikel_Lager_lesen;;KR_KP_SB1;;
Experte;Auftrag_Belegwesen_lesen;;KR_KP_SB1;;
Experte;Auftrag_Informationen_lesen;;KR_KP_SB1;;
Experte;Auftrag_Maschinen_lesen;;KR_KP_SB1;;
Experte;Auftrag_Planung_lesen;;KR_KP_SB1;;
Experte;Auftrag_Verwaltung_lesen;;KR_KP_SB1;;
Experte;Eichung_Stichproben_lesen;;KR_KP_SB1;;
Experte;Geraete_Bearbeitung_lesen;;KR_KP_SB1;;
Experte;Geraete_Bewegungen_lesen;;KR_KP_SB1;;
Experte;Geraete_Strukturen_lesen;;KR_KP_SB1;;
Experte;Inventur_lesen;;KR_KP_SB1;;
Experte;Leergutverwaltung_lesen;;KR_KP_SB1;;
Experte;Strukturdefintionen_lesen;;KR_KP_SB1;;
Experte;Tagwerke_lesen;;KR_KP_SB1;;
Experte;Technische_Messwerte_lesen;;KR_KP_SB1;;
Experte;Turnustausch_lesen;;KR_KP_SB1;;
Experte;Geraete_Stammdaten_lesen;;KR_KP_SB1;;
Experte;Rechnungseingang_lesen;;KR_KP_SB1;;
Experte;Gebuehrenerfassung_lesen;;KR_KP_SB1;;
Experte;Aussetzung_Saeumnis_lesen;;KR_KP_SB1;;
Experte;Vertragskonten_lesen;;KR_KP_SB1;;
Experte;Sicherheitsleistung_lesen;;KR_KP_SB1;;
Experte;Debitor_Ausbuchungen_EWB_lesen;;KR_KP_SB1;;
Experte;Bankclearing_lesen;;KR_KP_SB1;;
Experte;Ratenvereinbarungen_lesen;;KR_KP_SB1;;
Experte;Sperrverwaltung_lesen;;KR_KP_SB1;;
Experte;Debitor_Auszifferung_lesen;;KR_KP_SB1;;
Experte;Debitor_Zahlungslaeufe_lesen;;KR_KP_SB1;;
Experte;Debitor_Externe_Zahlungsdienstleister_lesen;;KR_KP_SB1;;
Experte;Debitor_Kuendigungsmanagement_lesen;;KR_KP_SB1;;
Experte;Kassenautomat_lesen;;KR_KP_SB1;;
Experte;Schnittstellen_gerichtliches_Mahnwesen_lesen;;KR_KP_SB1;;
Experte;Mahnwesen_lesen;;KR_KP_SB1;;
Experte;Debitor_Offene_Posten_lesen;;KR_KP_SB1;;
Experte;Anlagenbuchhaltung_lesen;;KR_KP_SB1;;
Experte;Periodensaldenlaeufe_lesen;;KR_KP_SB1;;
Experte;Forderungsuebergang_lesen;;KR_KP_SB1;;
Experte;Parallele_Rechnungslegung_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Kasse_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Buchungsstammdaten_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Berichtswesen;;KR_KP_SB1;;
Standard;Kostenrechnung;;KR_KP_SB1;;
Experte;Hauptbuch_Buchungserfassung_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Abrechnungszeitraeume_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KP_SB1;;
Experte;Hauptbuch_Sonderfunktionen_lesen;;KR_KP_SB1;;
Experte;Umsatzsteuervoranmeldung_lesen;;KR_KP_SB1;;
Experte;Buchhalterische_Schnittstellen_lesen;;KR_KP_SB1;;
Experte;Verwaltungsstruktur_Organisationsstruktur_lesen;;KR_KP_SB1;;
Experte;Frontoffice_lesen;;KR_KP_SB1;;
Experte;Umsatzstatistik;;KR_KP_SB1;;
Experte;Grosskunden_und_Tarifkundenabrechnung_lesen;;KR_KP_SB1;;
Experte;Batchjob_Keyuser;;KR_KP_SB1;;
Experte;Controlling_Hauptbuch;;KR_KP_SB1;;
Experte;Hauptbuch_Folgebuchungen_lesen;;KR_KP_SB1;;
Experte;Controlling_Ablesung_und_Ablesesteuerung;;KR_KP_SB1;;
Experte;Qualifikationsverfahren_lesen;;KR_KP_SB1;;
Experte;Belege_buchen_Keyuser;;KR_KRB_GL;;
Experte;Auftrag_Buchungen_Keyuser;;KR_KRB_GL;;
Experte;Auftrag_Informationen;;KR_KRB_GL;;
Experte;Auftrag_Belegwesen;;KR_KRB_GL;;
Experte;Auftrag_Arbeit_lesen;;KR_KRB_GL;;
Experte;Auftrag_Buchungen;;KR_KRB_GL;;
Experte;Inventur_lesen;;KR_KRB_GL;;
Experte;Rechnungseingang_Keyuser;;KR_KRB_GL;;
Experte;Gebuehrenerfassung_Keyuser;;KR_KRB_GL;;
Experte;Debitor_Ausbuchungen_EWB_Keyuser;;KR_KRB_GL;;
Experte;Bankclearing_Keyuser;;KR_KRB_GL;;
Experte;Ratenvereinbarungen_lesen;;KR_KRB_GL;;
Experte;Kreditor_Auszifferung_Keyuser;;KR_KRB_GL;;
Experte;Debitor_Auszifferung_Keyuser;;KR_KRB_GL;;
Experte;Kreditor_Ausbuchungen_Keyuser;;KR_KRB_GL;;
Experte;Kreditor_Offene_Posten_Keyuser;;KR_KRB_GL;;
Experte;Debitor_Offene_Posten_Keyuser;;KR_KRB_GL;;
Experte;Debitor_Zahlungslaeufe_Keyuser;;KR_KRB_GL;;
Experte;Kreditor_Zahlungslaeufe_Keyuser;;KR_KRB_GL;;
Experte;Mahnwesen_lesen;;KR_KRB_GL;;
Experte;Kostenrechnung_lesen;;KR_KRB_GL;;
Experte;Periodensaldenlaeufe_lesen;;KR_KRB_GL;;
Experte;Buchhalterische_Schnittstellen_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Berichtswesen_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Kasse_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Abrechnungszeitraeume_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Buchungsstammdaten_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Buchungserfassung_Keyuser;;KR_KRB_GL;;
Experte;Hauptbuch_Betriebsstruktur_Keyuser;;KR_KRB_GL;;
Experte;Umsatzsteuervoranmeldung_Keyuser;;KR_KRB_GL;;
Experte;Dokumentenadministrator _lesen;;KR_KRB_GL;;
Experte;Frontoffice_lesen;;KR_KRB_GL;;
Experte;Controlling_Basis;;KR_KRB_GL;;
Experte;Batchjob_Keyuser;;KR_KRB_GL;;
Experte;DSGVO_Verantwortung;;KR_KRB_GL;;
Experte;Controlling_Hauptbuch;;KR_KRB_GL;;
Experte;Controlling_Anlagenbuchhaltung;;KR_KRB_GL;;
Experte;Controlling_Debitoren;;KR_KRB_GL;;
Experte;Controlling_Kreditoren;;KR_KRB_GL;;
Experte;Controlling_Rechnungseingang;;KR_KRB_GL;;
Experte;Controlling_Auftragsmanagement;;KR_KRB_GL;;
Experte;Belege_buchen_Keyuser;;KR_KRB_SB1;;
Experte;Auftrag_Informationen;;KR_KRB_SB1;;
Experte;Auftrag_Belegwesen;;KR_KRB_SB1;;
Experte;Auftrag_Buchungen;;KR_KRB_SB1;;
Experte;Inventur_lesen;;KR_KRB_SB1;;
Experte;Rechnungseingang_buchen;;KR_KRB_SB1;;
Experte;Gebuehrenerfassung_buchen;;KR_KRB_SB1;;
Experte;Debitor_Ausbuchungen_EWB_buchen;;KR_KRB_SB1;;
Experte;Bankclearing_Keyuser;;KR_KRB_SB1;;
Experte;Ratenvereinbarungen_Keyuser;;KR_KRB_SB1;;
Experte;Debitor_Auszifferung;;KR_KRB_SB1;;
Experte;Kreditor_Auszifferung_lesen;;KR_KRB_SB1;;
Experte;Kreditor_Ausbuchungen_erfassen;;KR_KRB_SB1;;
Experte;Debitor_Zahlungslaeufe_Keyuser;;KR_KRB_SB1;;
Experte;Kreditor_Zahlungslaeufe_Keyuser;;KR_KRB_SB1;;
Experte;Mahnwesen_lesen;;KR_KRB_SB1;;
Experte;Kreditor_Offene_Posten;;KR_KRB_SB1;;
Experte;Debitor_Offene_Posten;;KR_KRB_SB1;;
Experte;Anlagenbuchhaltung_Keyuser;;KR_KRB_SB1;;
Experte;Kostenrechnung_lesen;;KR_KRB_SB1;;
Experte;Periodensaldenlaeufe_lesen;;KR_KRB_SB1;;
Experte;Buchhalterische_Schnittstellen;;KR_KRB_SB1;;
Experte;Hauptbuch_Abrechnungszeitraeume_Keyuser;;KR_KRB_SB1;;
Experte;Hauptbuch_Buchungsstammdaten_Keyuser;;KR_KRB_SB1;;
Experte;Hauptbuch_Buchungserfassung_Keyuser;;KR_KRB_SB1;;
Experte;Hauptbuch_Buchungsstammdaten_lesen;;KR_KRB_SB1;;
Experte;Hauptbuch_Berichtswesen;;KR_KRB_SB1;;
Experte;Hauptbuch_Buchungserfassung_buchen;;KR_KRB_SB1;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KRB_SB1;;
Experte;Umsatzsteuervoranmeldung;;KR_KRB_SB1;;
Experte;Frontoffice_lesen;;KR_KRB_SB1;;
Experte;Controlling_Hauptbuch;;KR_KRB_SB1;;
Experte;Controlling_Anlagenbuchhaltung;;KR_KRB_SB1;;
Experte;Controlling_Debitoren;;KR_KRB_SB1;;
Experte;Controlling_Kreditoren;;KR_KRB_SB1;;
Experte;Controlling_Rechnungseingang;;KR_KRB_SB1;;
Experte;Controlling_Auftragsmanagement;;KR_KRB_SB1;;
Experte;Auftrag_Informationen;;KR_KRB_SB2;;
Experte;Auftrag_Belegwesen;;KR_KRB_SB2;;
Experte;Auftrag_Buchungen;;KR_KRB_SB2;;
Experte;Inventur_lesen;;KR_KRB_SB2;;
Experte;Rechnungseingang_buchen;;KR_KRB_SB2;;
Experte;Gebuehrenerfassung_buchen;;KR_KRB_SB2;;
Experte;Debitor_Ausbuchungen_EWB_buchen;;KR_KRB_SB2;;
Experte;Bankclearing_Keyuser;;KR_KRB_SB2;;
Experte;Ratenvereinbarungen_Keyuser;;KR_KRB_SB2;;
Experte;Kreditor_Auszifferung;;KR_KRB_SB2;;
Experte;Debitor_Auszifferung;;KR_KRB_SB2;;
Experte;Kreditor_Ausbuchungen_buchen;;KR_KRB_SB2;;
Experte;Debitor_Zahlungslaeufe_Keyuser;;KR_KRB_SB2;;
Experte;Kreditor_Zahlungslaeufe_Keyuser;;KR_KRB_SB2;;
Experte;Mahnwesen_Keyuser;;KR_KRB_SB2;;
Experte;Kreditor_Offene_Posten;;KR_KRB_SB2;;
Experte;Debitor_Offene_Posten;;KR_KRB_SB2;;
Experte;Anlagenbuchhaltung_lesen;;KR_KRB_SB2;;
Experte;Kostenrechnung_lesen;;KR_KRB_SB2;;
Experte;Periodensaldenlaeufe_lesen;;KR_KRB_SB2;;
Experte;Buchhalterische_Schnittstellen;;KR_KRB_SB2;;
Experte;Hauptbuch_Kasse_Keyuser;;KR_KRB_SB2;;
Experte;Hauptbuch_Buchungsstammdaten_lesen;;KR_KRB_SB2;;
Experte;Hauptbuch_Berichtswesen;;KR_KRB_SB2;;
Experte;Hauptbuch_Buchungserfassung_buchen;;KR_KRB_SB2;;
Experte;Hauptbuch_Abrechnungszeitraeume_lesen;;KR_KRB_SB2;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KRB_SB2;;
Experte;Umsatzsteuervoranmeldung;;KR_KRB_SB2;;
Experte;Frontoffice_lesen;;KR_KRB_SB2;;
Experte;Batchjob_Keyuser;;KR_KRB_SB2;;
Experte;Controlling_Hauptbuch;;KR_KRB_SB2;;
Experte;Controlling_Debitoren;;KR_KRB_SB2;;
Experte;Controlling_Kreditoren;;KR_KRB_SB2;;
Experte;Controlling_Rechnungseingang;;KR_KRB_SB2;;
Experte;Automatische_Abwasserabgabe_Keyuser;;KR_KRK_GL;;
Experte;Belege_buchen_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Arbeit_Keyuser;;KR_KRK_GL;;
Experte;Arbeitszeiterfassung;;KR_KRK_GL;;
Experte;Auftrag_Belegwesen_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Buchungen_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Artikel_Lager_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Verwaltung_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Maschinen_Keyuser;;KR_KRK_GL;;
Experte;Strukturdefintionen_Keyuser;;KR_KRK_GL;;
Experte;Auftrag_Schnittstellen;;KR_KRK_GL;;
Experte;Auftrag_Informationen;;KR_KRK_GL;;
Experte;Rechnungseingang_buchen;;KR_KRK_GL;;
Experte;Rechnungseingang_Keyuser;;KR_KRK_GL;;
Experte;Debitor_Ausbuchungen_EWB_erfassen;;KR_KRK_GL;;
Experte;Ratenvereinbarungen_lesen;;KR_KRK_GL;;
Experte;Kreditor_Auszifferung_Keyuser;;KR_KRK_GL;;
Experte;Debitor_Auszifferung_Keyuser;;KR_KRK_GL;;
Experte;Kreditor_Auszifferung;;KR_KRK_GL;;
Experte;Kreditor_Ausbuchungen_Keyuser;;KR_KRK_GL;;
Experte;Kreditor_Offene_Posten_Keyuser;;KR_KRK_GL;;
Experte;Debitor_Offene_Posten_Keyuser;;KR_KRK_GL;;
Experte;Debitor_Zahlungslaeufe_lesen;;KR_KRK_GL;;
Experte;Mahnwesen_Keyuser;;KR_KRK_GL;;
Experte;Hauptbuch_Abrechnungszeitraeume_Keyuser;;KR_KRK_GL;;
Experte;Hauptbuch_Buchungserfassung_buchen;;KR_KRK_GL;;
Experte;Hauptbuch_Betriebsstruktur_lesen;;KR_KRK_GL;;
Experte;Hauptbuch_Berichtswesen_lesen;;KR_KRK_GL;;
Experte;Grundstueckskataster _lesen;;KR_KRK_GL;;
Experte;Dokumentenarchivadministrator_lesen;;KR_KRK_GL;;
Experte;Verwaltungsstruktur_Organisationsstruktur_lesen;;KR_KRK_GL;;
Experte;Dokumentenadministrator;;KR_KRK_GL;;
